source_path,result_run_id,condition_id,agent_a_type,agent_b_model,agent_b_size,scenario_key,persona_key,speech_pattern_key,tts_engine,asr_engine,asr_search_width,task_success,route_valid,route_reaches_goal,outcome_band,outcome_rank
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_025413_b-n0001,20260713_025413_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-QQ515-DEFAU-MED-I0-3227d7437a-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,hesitant,piper,vosk,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_030058_b-n0001,20260713_030058_b-n0001,C-MPCC-RAN-SC-PIP-FWH-QQ515-PAD-MED-I0-32379ec94f-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,risk_averse_novice,severe_channel,file,file,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_030717_b-n0001,20260713_030717_b-n0001,C-MT-FC-CLEAN-PIP-FWH-QQ515-DEFAU-MED-I0-c47c331a55-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,focused_commuter,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_030909_b-n0001,20260713_030909_b-n0001,C-MPCC-RAN-SC-PIP-FWH-QQ515-PAD-MED-I0-32379ec94f-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,risk_averse_novice,severe_channel,piper,faster_whisper,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_031641_b-n0001,20260713_031641_b-n0001,C-MT-FC-CLEAN-PIP-FWH-QQ515-DEFAU-MED-I0-c47c331a55-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,focused_commuter,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_031940_b-n0001,20260713_031940_b-n0001,C-MPCC-MSER-CLEAN-PIP-FWH-QQ515-PTB-MED-I0-b9ec6888f9-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,multi_stop_errand_runner,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_032521_b-n0001,20260713_032521_b-n0001,C-MPCC-MSER-CLEAN-PIP-FWH-QQ515-PTB-MED-I0-b9ec6888f9-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,multi_stop_errand_runner,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_032731_b-n0001,20260713_032731_b-n0001,C-MT-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-1e58178f28-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,crowd_averse_rider,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_033208_b-n0001,20260713_033208_b-n0001,C-MT-FC-HESIT-PIP-FWH-QQ515-PSS-MED-I0-d8a051b564-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,focused_commuter,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_033556_b-n0001,20260713_033556_b-n0001,C-MT-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-1e58178f28-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,crowd_averse_rider,mostly_clean,piper,vosk,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_034050_b-n0001,20260713_034050_b-n0001,C-MT-FC-HESIT-PIP-FWH-QQ515-PSS-MED-I0-d8a051b564-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,focused_commuter,hesitant,piper,faster_whisper,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_034704_b-n0001,20260713_034704_b-n0001,C-MT-DST-HESIT-PIP-VOS-QQ515-DEFAU-MED-I0-9c95a6e7a2-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,delay_sensitive_traveler,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_035118_b-n0001,20260713_035118_b-n0001,C-MT-DST-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-701320f833-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,delay_sensitive_traveler,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_035541_b-n0001,20260713_035541_b-n0001,C-MT-DST-HESIT-PIP-VOS-QQ515-DEFAU-MED-I0-9c95a6e7a2-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,delay_sensitive_traveler,hesitant,piper,vosk,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_035942_b-n0001,20260713_035942_b-n0001,C-MT-DST-CLEAN-PIP-FWH-QQ515-PAD-MED-I0-701320f833-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,delay_sensitive_traveler,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_040619_b-n0001,20260713_040619_b-n0001,C-MT-RAN-SC-PIP-VOS-QQ515-DEFAU-MED-I0-f45b6016a8-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,risk_averse_novice,severe_channel,file,file,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_040917_b-n0001,20260713_040917_b-n0001,C-MT-RAN-MC-PIP-FWH-QQ515-PCP-MED-I0-b5b4e37baf-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,risk_averse_novice,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_041550_b-n0001,20260713_041550_b-n0001,C-MT-RAN-SC-PIP-VOS-QQ515-DEFAU-MED-I0-f45b6016a8-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,risk_averse_novice,severe_channel,piper,vosk,1,False,False,False,unsuccessful_dialogue,0.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_041801_b-n0001,20260713_041801_b-n0001,C-MT-RAN-MC-PIP-FWH-QQ515-PCP-MED-I0-b5b4e37baf-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,risk_averse_novice,mostly_clean,piper,faster_whisper,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_041924_b-n0001,20260713_041924_b-n0001,C-AC-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-4220382168-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,crowd_averse_rider,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_042736_b-n0001,20260713_042736_b-n0001,C-AC-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-4220382168-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,crowd_averse_rider,mostly_clean,piper,vosk,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_042833_b-n0001,20260713_042833_b-n0001,C-MT-AR-MC-PIP-FWH-QQ515-PTB-MED-I0-3a5c82d771-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,accessibility_rider,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_043549_b-n0001,20260713_043549_b-n0001,C-MT-AR-MC-PIP-FWH-QQ515-PTB-MED-I0-3a5c82d771-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,accessibility_rider,mostly_clean,piper,faster_whisper,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_044249_b-n0001,20260713_044249_b-n0001,C-CEE-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-56d3a4bc28-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,crowd_averse_rider,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_044437_b-n0001,20260713_044437_b-n0001,C-MT-MSER-MC-PIP-FWH-QQ515-PAP-MED-I0-724f807b28-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,multi_stop_errand_runner,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_045109_b-n0001,20260713_045109_b-n0001,C-CEE-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-56d3a4bc28-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,crowd_averse_rider,mostly_clean,piper,vosk,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_045418_b-n0001,20260713_045418_b-n0001,C-MT-MSER-MC-PIP-FWH-QQ515-PAP-MED-I0-724f807b28-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,midday_transfer,multi_stop_errand_runner,mostly_clean,piper,faster_whisper,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_050359_b-n0001,20260713_050359_b-n0001,C-CEE-DST-HESIT-PIP-FWH-QQ515-DEFAU-MED-I0-2e45360b9e-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,delay_sensitive_traveler,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_050600_b-n0001,20260713_050600_b-n0001,C-AC-CAR-HESIT-PIP-FWH-QQ515-PAD-MED-I0-8521667097-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,crowd_averse_rider,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_051250_b-n0001,20260713_051250_b-n0001,C-CEE-DST-HESIT-PIP-FWH-QQ515-DEFAU-MED-I0-2e45360b9e-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,delay_sensitive_traveler,hesitant,piper,faster_whisper,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_051508_b-n0001,20260713_051508_b-n0001,C-AC-CAR-HESIT-PIP-FWH-QQ515-PAD-MED-I0-8521667097-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,crowd_averse_rider,hesitant,piper,faster_whisper,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_052243_b-n0001,20260713_052243_b-n0001,C-AC-DST-MC-PIP-FWH-QQ515-PCC-MED-I0-140951eaa9-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,delay_sensitive_traveler,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_052316_b-n0001,20260713_052316_b-n0001,C-CEE-RAN-SC-PIP-VOS-QQ515-DEFAU-MED-I0-be2b7c4ec8-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,risk_averse_novice,severe_channel,file,file,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_053048_b-n0001,20260713_053048_b-n0001,C-AC-DST-MC-PIP-FWH-QQ515-PCC-MED-I0-140951eaa9-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,delay_sensitive_traveler,mostly_clean,piper,faster_whisper,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_053349_b-n0001,20260713_053349_b-n0001,C-CEE-RAN-SC-PIP-VOS-QQ515-DEFAU-MED-I0-be2b7c4ec8-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,risk_averse_novice,severe_channel,piper,vosk,1,False,False,False,unsuccessful_dialogue,0.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_053724_b-n0001,20260713_053724_b-n0001,C-MPCC-FC-MC-PIP-FWH-QQ515-DEFAU-MED-I0-1ade609083-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_054031_b-n0001,20260713_054031_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-QQ515-PSS-MED-I0-ea8e067e6c-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,risk_averse_novice,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_054530_b-n0001,20260713_054530_b-n0001,C-MPCC-FC-MC-PIP-FWH-QQ515-DEFAU-MED-I0-1ade609083-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,piper,faster_whisper,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_054843_b-n0001,20260713_054843_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-QQ515-PSS-MED-I0-ea8e067e6c-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,airport_connection,risk_averse_novice,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_055625_b-n0001,20260713_055625_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-QQ515-DEFAU-MED-I0-691ec7ce9e-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_055815_b-n0001,20260713_055815_b-n0001,C-CEE-DST-SC-PIP-FWH-QQ515-PSS-MED-I0-cc3af0c4de-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,delay_sensitive_traveler,severe_channel,file,file,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_060437_b-n0001,20260713_060437_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-QQ515-DEFAU-MED-I0-691ec7ce9e-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,piper,vosk,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_060701_b-n0001,20260713_060701_b-n0001,C-CEE-DST-SC-PIP-FWH-QQ515-PSS-MED-I0-cc3af0c4de-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,delay_sensitive_traveler,severe_channel,piper,faster_whisper,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_061916_b-n0001,20260713_061916_b-n0001,C-MPCC-FC-SC-PIP-VOS-QQ515-DEFAU-MED-I0-3f3741423b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,severe_channel,file,file,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_062006_b-n0001,20260713_062006_b-n0001,C-CEE-RAN-HESIT-PIP-FWH-QQ515-PCC-MED-I0-613bb8670c-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,risk_averse_novice,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_062814_b-n0001,20260713_062814_b-n0001,C-MPCC-FC-SC-PIP-VOS-QQ515-DEFAU-MED-I0-3f3741423b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,severe_channel,piper,vosk,1,False,False,False,unsuccessful_dialogue,0.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_062817_b-n0001,20260713_062817_b-n0001,C-CEE-RAN-HESIT-PIP-FWH-QQ515-PCC-MED-I0-613bb8670c-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,risk_averse_novice,hesitant,piper,faster_whisper,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_063157_b-n0001,20260713_063157_b-n0001,C-MPCC-CAR-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-bd81668eba-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,crowd_averse_rider,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_063759_b-n0001,20260713_063759_b-n0001,C-CEE-AR-SC-PIP-FWH-QQ515-PSS-MED-I0-b65764cd8c-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,accessibility_rider,severe_channel,file,file,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_064028_b-n0001,20260713_064028_b-n0001,C-MPCC-CAR-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-bd81668eba-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,crowd_averse_rider,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_064747_b-n0001,20260713_064747_b-n0001,C-CEE-AR-SC-PIP-FWH-QQ515-PSS-MED-I0-b65764cd8c-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,accessibility_rider,severe_channel,piper,faster_whisper,1,False,True,True,semi_successful,0.5
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_064944_b-n0001,20260713_064944_b-n0001,C-MPCC-CAR-HESIT-PIP-VOS-QQ515-DEFAU-MED-I0-b46d6d07be-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,crowd_averse_rider,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_065821_b-n0001,20260713_065821_b-n0001,C-MPCC-CAR-HESIT-PIP-VOS-QQ515-DEFAU-MED-I0-b46d6d07be-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,crowd_averse_rider,hesitant,piper,vosk,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_070010_b-n0001,20260713_070010_b-n0001,C-CEE-MSER-SC-PIP-FWH-QQ515-PSS-MED-I0-4f8e536fe7-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,multi_stop_errand_runner,severe_channel,file,file,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_070839_b-n0001,20260713_070839_b-n0001,C-MPCC-CAR-SC-PIP-VOS-QQ515-DEFAU-MED-I0-30943d5425-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,crowd_averse_rider,severe_channel,file,file,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_070849_b-n0001,20260713_070849_b-n0001,C-CEE-MSER-SC-PIP-FWH-QQ515-PSS-MED-I0-4f8e536fe7-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,crowded_event_exit,multi_stop_errand_runner,severe_channel,piper,faster_whisper,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_072043_b-n0001,20260713_072043_b-n0001,C-MPCC-CAR-SC-PIP-VOS-QQ515-DEFAU-MED-I0-30943d5425-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,crowd_averse_rider,severe_channel,piper,vosk,1,False,False,False,unsuccessful_dialogue,0.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_072313_b-n0001,20260713_072313_b-n0001,C-LE-FC-HESIT-PIP-FWH-QQ515-PAP-MED-I0-2a25415f3a-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,focused_commuter,hesitant,file,file,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_072503_b-n0001,20260713_072503_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-b415c86f28-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_073137_b-n0001,20260713_073137_b-n0001,C-LE-FC-HESIT-PIP-FWH-QQ515-PAP-MED-I0-2a25415f3a-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,focused_commuter,hesitant,piper,faster_whisper,6,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_073354_b-n0001,20260713_073354_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-b415c86f28-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,clean,piper,vosk,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_074145_b-n0001,20260713_074145_b-n0001,C-LE-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-2a9ea27617-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,delay_sensitive_traveler,clean,file,file,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_074333_b-n0001,20260713_074333_b-n0001,C-MPCC-DST-MC-PIP-VOS-QQ515-DEFAU-MED-I0-18102f324b-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_075000_b-n0001,20260713_075000_b-n0001,C-LE-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-2a9ea27617-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,delay_sensitive_traveler,clean,piper,faster_whisper,16,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_075201_b-n0001,20260713_075201_b-n0001,C-MPCC-DST-MC-PIP-VOS-QQ515-DEFAU-MED-I0-18102f324b-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,piper,vosk,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_075935_b-n0001,20260713_075935_b-n0001,C-LE-RAN-MC-PIP-FWH-QQ515-PSS-MED-I0-1a25176215-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,risk_averse_novice,mostly_clean,file,file,11,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_080256_b-n0001,20260713_080256_b-n0001,C-MPCC-DST-SC-PIP-VOS-QQ515-DEFAU-MED-I0-8fc74e3a2a-T,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,file,file,1,True,True,True,successful,1.0
C:\Users\sende\PycharmProjects\CoopNavigationSDS_fix\results\02-medium-qwen2.5-1.5b\userlm\20260713_080736_b-n0001,20260713_080736_b-n0001,C-LE-RAN-MC-PIP-FWH-QQ515-PSS-MED-I0-1a25176215-A,userlm,Qwen/Qwen2.5-1.5B-Instruct,medium,late_event,risk_averse_novice,mostly_clean,piper,faster_whisper,11,True,True,True,successful,1.0
