source_run,source_path,condition_id,condition_state,run_type,pair_id,model_comparison_condition_key,scenario_key,persona_key,speech_pattern_key,speech_performance_band,agent_a_type,agent_a_audio_persona,agent_b_audio_persona,agent_b_model,agent_b_llm_size,agent_b_model_role,model_param_key,objective_mode,iteration,tts_engine,asr_engine,asr_beam_size,network_seed,transfer_tolerance,dialogue_stagnation_limit,outcome,task_success,stop_reason,route_valid,destination_reached,route_duration_min,duration_limit_min,optimal_duration_min,duration_gap_min,constraints_satisfied,constraints_total,candidates_compared,route_revisions,turn_count,runtime_sec,selected_route,optimal_route,source_event_file
20260713_211643_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211643_b-n0001,C-AC-MSER-HESIT-PIP-FWH-TL1-PCC-SML-I0-149b18a782-T,not_started,text_only,P-149b18a782,MC-23f2e097d5d4,airport_connection,multi_stop_errand_runner,hesitant,challenging,userlm,degraded_caller,degraded_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,77,,,,,,,,,,,,,,,,,,,,
20260713_211648_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211648_b-n0001,C-MDE-RAN-SC-PIP-FWH-TL1-PTB-SML-I0-85fa8dc65c-T,not_started,text_only,P-85fa8dc65c,MC-b7e29735591b,multi_destination_errands,risk_averse_novice,severe_channel,floor,userlm,barely_understandable_caller,barely_understandable_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,1,42,,,,,,,,,,,,,,,,,,,,
20260713_211713_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211713_b-n0001,C-AC-MSER-HESIT-PIP-FWH-TL1-PCC-SML-I0-149b18a782-A,not_started,audio_variant,P-149b18a782,MC-e5e48eee7cf1,airport_connection,multi_stop_errand_runner,hesitant,challenging,userlm,degraded_caller,degraded_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,77,,,,,,,,,,,,,,,,,,,,
20260713_211718_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211718_b-n0001,C-MDE-RAN-SC-PIP-FWH-TL1-PTB-SML-I0-85fa8dc65c-A,not_started,audio_variant,P-85fa8dc65c,MC-4ab078772adb,multi_destination_errands,risk_averse_novice,severe_channel,floor,userlm,barely_understandable_caller,barely_understandable_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,1,42,,,,,,,,,,,,,,,,,,,,
20260713_211748_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211748_b-n0001,C-MDE-AR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-432e899f22-T,not_started,text_only,P-432e899f22,MC-7b70da74d8c2,multi_destination_errands,accessibility_rider,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211749_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211749_b-n0001,C-CEE-FC-MC-PIP-FWH-TL1-PAD-SML-I0-cbbd398f01-T,not_started,text_only,P-cbbd398f01,MC-a78e55001e50,crowded_event_exit,focused_commuter,mostly_clean,nominal,userlm,neutral_caller,clear_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,11,123,,,,,,,,,,,,,,,,,,,,
20260713_211817_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211817_b-n0001,C-MDE-AR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-432e899f22-A,not_started,audio_variant,P-432e899f22,MC-a7cb8d939b91,multi_destination_errands,accessibility_rider,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211824_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211824_b-n0001,C-CEE-FC-MC-PIP-FWH-TL1-PAD-SML-I0-cbbd398f01-A,not_started,audio_variant,P-cbbd398f01,MC-146c7b7123c9,crowded_event_exit,focused_commuter,mostly_clean,nominal,userlm,neutral_caller,clear_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,11,123,,,,,,,,,,,,,,,,,,,,
20260713_211848_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211848_b-n0001,C-MDE-MSER-CLEAN-PIP-FWH-TL1-PAD-SML-I0-264e614425-T,not_started,text_only,P-264e614425,MC-753c20a29fcc,multi_destination_errands,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211859_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211859_b-n0001,C-CEE-CAR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-e83c358421-T,not_started,text_only,P-e83c358421,MC-6391d75720a3,crowded_event_exit,crowd_averse_rider,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,temp0.7,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211918_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211918_b-n0001,C-MDE-MSER-CLEAN-PIP-FWH-TL1-PAD-SML-I0-264e614425-A,not_started,audio_variant,P-264e614425,MC-eb8857b0dcbb,multi_destination_errands,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211930_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_211930_b-n0001,C-CEE-CAR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-e83c358421-A,not_started,audio_variant,P-e83c358421,MC-d06eef707875,crowded_event_exit,crowd_averse_rider,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,temp0.7,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_212003_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_212003_b-n0001,C-LE-CAR-SC-PIP-FWH-TL1-PTB-SML-I0-a4c6803d10-T,not_started,text_only,P-a4c6803d10,MC-5a4ce0dcb1cd,late_event,crowd_averse_rider,severe_channel,floor,userlm,barely_understandable_caller,barely_understandable_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,1,77,,,,,,,,,,,,,,,,,,,,
20260713_212035_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_212035_b-n0001,C-LE-CAR-SC-PIP-FWH-TL1-PTB-SML-I0-a4c6803d10-A,not_started,audio_variant,P-a4c6803d10,MC-83e6aa9e2468,late_event,crowd_averse_rider,severe_channel,floor,userlm,barely_understandable_caller,barely_understandable_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,1,77,,,,,,,,,,,,,,,,,,,,
20260713_213309_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_213309_b-n0001,C-AC-DST-CLEAN-PIP-FWH-TL1-PTB-SML-I0-5477fed9f1-T,completed,text_only,P-5477fed9f1,MC-90c267d06038,airport_connection,delay_sensitive_traveler,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,unsatisfied,False,turn_limit,True,True,37.0,49.0,33.0,4.0,2,2,3.0,0.0,8.0,519.97,"Bravo (T2) -> Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove) -> Harbor","Bravo (T1 : Charlie) -> Delta (T6 : Juliett, Victor) -> Harbor",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_213309_b-n0001/runtime_events.jsonl
20260713_214334_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_214334_b-n0001,C-AC-DST-CLEAN-PIP-FWH-TL1-PTB-SML-I0-5477fed9f1-A,completed,audio_variant,P-5477fed9f1,MC-c25838012ce4,airport_connection,delay_sensitive_traveler,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,unsatisfied,False,turn_limit,True,True,37.0,49.0,33.0,4.0,2,2,3.0,0.0,8.0,769.78,"Bravo (T2) -> Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove) -> Harbor","Bravo (T1 : Charlie) -> Delta (T6 : Juliett, Victor) -> Harbor",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_214334_b-n0001/runtime_events.jsonl
20260713_215826_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_215826_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-TL1-PAP-SML-I0-1c014c70b9-T,not_started,text_only,P-1c014c70b9,MC-583812e597af,crowded_event_exit,focused_commuter,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_215908_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_215908_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-TL1-PAP-SML-I0-1c014c70b9-A,not_started,audio_variant,P-1c014c70b9,MC-32b180f226d3,crowded_event_exit,focused_commuter,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_215945_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_215945_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-TL1-PTB-SML-I0-1fcf544fa5-T,not_started,text_only,P-1fcf544fa5,MC-583812e597af,crowded_event_exit,focused_commuter,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_220020_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-tinyllama-1.1b/userlm/20260713_220020_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-TL1-PTB-SML-I0-1fcf544fa5-A,not_started,audio_variant,P-1fcf544fa5,MC-32b180f226d3,crowded_event_exit,focused_commuter,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,TinyLlama-1.1B-Chat-v1.0,small,pressure_small_baseline,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_114613_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_114613_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-MP3M4-PAD-MED-I0-8b6caa5540-T,completed,text_only,P-8b6caa5540,MC-8b8f51ff4a72,late_event,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,34.0,50.0,34.0,0.0,3,3,4.0,0.0,11.0,527.07,"Kilo (T1 : Juliett) -> India (M1 : Hotel, Golf, Foxtrot) -> Jasper","Kilo (B1 : Hotel, Golf) -> Foxtrot (M1) -> Jasper",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_114613_b-n0001/runtime_events.jsonl
20260713_115801_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_115801_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-MP3M4-PAD-MED-I0-8b6caa5540-A,completed,audio_variant,P-8b6caa5540,MC-89cbc30ccd79,late_event,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,34.0,50.0,34.0,0.0,3,3,4.0,0.0,11.0,807.09,"Kilo (B1 : Hotel, Golf) -> Foxtrot (M1) -> Jasper","Kilo (B1 : Hotel, Golf) -> Foxtrot (M1) -> Jasper",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_115801_b-n0001/runtime_events.jsonl
20260713_121453_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_121453_b-n0001,C-HA-FC-HESIT-PIP-FWH-MP3M4-PTB-MED-I0-24f28f05c2-T,completed,text_only,P-24f28f05c2,MC-5fff8784a6e8,hospital_appointment,focused_commuter,hesitant,challenging,userlm,degraded_caller,degraded_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,42,,,unsatisfied,False,turn_limit,True,True,34.0,46.0,31.0,3.0,3,3,4.0,0.0,8.0,473.31,"Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove, Harbor) -> Ivy","Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T4 : Flint, Grove, Harbor) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_121453_b-n0001/runtime_events.jsonl
20260713_122517_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_122517_b-n0001,C-HA-FC-HESIT-PIP-FWH-MP3M4-PTB-MED-I0-24f28f05c2-A,completed,audio_variant,P-24f28f05c2,MC-99f7ce5218a2,hospital_appointment,focused_commuter,hesitant,challenging,userlm,degraded_caller,degraded_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,42,,,unsatisfied,False,turn_limit,True,True,34.0,46.0,31.0,3.0,3,3,4.0,0.0,8.0,641.02,"Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove, Harbor) -> Ivy","Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T4 : Flint, Grove, Harbor) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_122517_b-n0001/runtime_events.jsonl
20260713_123849_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_123849_b-n0001,C-HA-DST-CLEAN-PIP-FWH-MP3M4-PCC-MED-I0-6f3032b88f-T,completed,text_only,P-6f3032b88f,MC-201267f46eda,hospital_appointment,delay_sensitive_traveler,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,123,,,satisfied,True,agent_a_closed,True,True,29.0,43.0,29.0,0.0,3,3,4.0,0.0,11.0,473.76,"Alpha (T4 : Mike) -> Sierra (M1 : Yankee, Zulu, Aster, Birch, Cedar) -> Ivy","Alpha (T4 : Mike) -> Sierra (M1 : Yankee, Zulu, Aster, Birch, Cedar) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_123849_b-n0001/runtime_events.jsonl
20260713_124926_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_124926_b-n0001,C-HA-DST-CLEAN-PIP-FWH-MP3M4-PCC-MED-I0-6f3032b88f-A,completed,audio_variant,P-6f3032b88f,MC-28bae469ea57,hospital_appointment,delay_sensitive_traveler,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,123,,,satisfied,True,agent_a_closed,True,True,29.0,43.0,29.0,0.0,3,3,4.0,0.0,11.0,775.7,"Alpha (T4 : Mike) -> Sierra (M1 : Yankee, Zulu, Aster, Birch, Cedar) -> Ivy","Alpha (T4 : Mike) -> Sierra (M1 : Yankee, Zulu, Aster, Birch, Cedar) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_124926_b-n0001/runtime_events.jsonl
20260713_130553_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_130553_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-MP3M4-PCP-MED-I0-4658572ca3-T,completed,text_only,P-4658572ca3,MC-5f1b811df565,hospital_appointment,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,34.0,46.0,31.0,3.0,3,3,4.0,0.0,11.0,473.94,"Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove, Harbor) -> Ivy","Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T4 : Flint, Grove, Harbor) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_130553_b-n0001/runtime_events.jsonl
20260713_131719_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_131719_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-MP3M4-PCP-MED-I0-4658572ca3-A,completed,audio_variant,P-4658572ca3,MC-9eab943ea90b,hospital_appointment,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,34.0,46.0,31.0,3.0,3,3,4.0,0.0,11.0,752.13,"Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove, Harbor) -> Ivy","Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T4 : Flint, Grove, Harbor) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_131719_b-n0001/runtime_events.jsonl
20260713_133328_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_133328_b-n0001,C-MDE-DST-HESIT-PIP-FWH-MP3M4-PAP-MED-I0-324f75fcfe-T,completed,text_only,P-324f75fcfe,MC-0390d7f4eb99,multi_destination_errands,delay_sensitive_traveler,hesitant,challenging,userlm,degraded_caller,degraded_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,123,,,unsatisfied,False,stagnation_limit,True,False,44.0,40.0,27.0,17.0,,,1.0,0.0,13.0,410.52,Delta (walk: 8 min) -> Echo (M1 : Jasper) -> Ivy (walk: 7 min) -> Harbor (walk: 8 min) -> Grove,"Delta (T1) -> Hotel (M1 : India, Oscar, Papa) -> Quebec",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_133328_b-n0001/runtime_events.jsonl
20260713_143954_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_143954_b-n0001,C-MDE-DST-HESIT-PIP-FWH-MP3M4-PAP-MED-I0-324f75fcfe-A,not_started,audio_variant,P-324f75fcfe,MC-7b1e93f822d6,multi_destination_errands,delay_sensitive_traveler,hesitant,challenging,userlm,degraded_caller,degraded_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,123,,,,,,,,,,,,,,,,,,,,
20260713_211046_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_211046_b-n0001,C-LE-AR-CLEAN-PIP-FWH-MP3M4-PCP-MED-I0-cef00e3e65-T,not_started,text_only,P-cef00e3e65,MC-56cacd79258b,late_event,accessibility_rider,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211047_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_211047_b-n0001,C-MPCC-CAR-MC-PIP-FWH-MP3M4-PSS-MED-I0-b1874182f3-T,not_started,text_only,P-b1874182f3,MC-88c4b0457130,morning_peak_cross_city,crowd_averse_rider,mostly_clean,nominal,userlm,neutral_caller,clear_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,temp0.7,shortest_valid_route_with_constraints,0,piper,faster_whisper,11,77,,,,,,,,,,,,,,,,,,,,
20260713_211049_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_211049_b-n0001,C-MDE-MSER-CLEAN-PIP-FWH-MP3M4-PAD-MED-I0-798275d32c-A,not_started,audio_variant,P-798275d32c,MC-eb8857b0dcbb,multi_destination_errands,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211140_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_211140_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-MP3M4-PAP-MED-I0-f76088615d-T,completed,text_only,P-f76088615d,MC-969326b47088,airport_connection,risk_averse_novice,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,37.0,49.0,33.0,4.0,3,3,4.0,0.0,11.0,2063.22,"Bravo (T2) -> Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove) -> Harbor","Bravo (T1 : Charlie) -> Delta (T6 : Juliett, Victor) -> Harbor",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_211140_b-n0001/runtime_events.jsonl
20260713_211141_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_211141_b-n0001,C-MPCC-CAR-MC-PIP-FWH-MP3M4-PSS-MED-I0-b1874182f3-A,not_started,audio_variant,P-b1874182f3,MC-935c0d1a9372,morning_peak_cross_city,crowd_averse_rider,mostly_clean,nominal,userlm,neutral_caller,clear_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,temp0.7,shortest_valid_route_with_constraints,0,piper,faster_whisper,11,77,,,,,,,,,,,,,,,,,,,,
20260713_211141_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_211141_b-n0001_02,C-LE-AR-CLEAN-PIP-FWH-MP3M4-PCP-MED-I0-cef00e3e65-A,not_started,audio_variant,P-cef00e3e65,MC-5b5951c7d160,late_event,accessibility_rider,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211217_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_211217_b-n0001,C-MPCC-AR-CLEAN-PIP-FWH-MP3M4-PAP-MED-I0-1866e92fb9-T,not_started,text_only,P-1866e92fb9,MC-f1e5a917b312,morning_peak_cross_city,accessibility_rider,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,77,,,,,,,,,,,,,,,,,,,,
20260713_211218_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/02-medium-phi3-mini/userlm/20260713_211218_b-n0001,C-HA-CAR-SC-PIP-FWH-MP3M4-PAP-MED-I0-d4c7211035-T,not_started,text_only,P-d4c7211035,MC-3f927d33f2cb,hospital_appointment,crowd_averse_rider,severe_channel,floor,userlm,barely_understandable_caller,barely_understandable_operator,Phi-3-mini-4k-instruct,medium,pressure_medium_phi3,temp0.7,shortest_valid_route_with_constraints,0,piper,faster_whisper,1,77,,,,,,,,,,,,,,,,,,,,
