phase,metric,is_direct_outcome_metric,is_construct_overlap_metric,n,correlation_with_task_success,correlation_with_route_or_better,correlation_with_outcome_rank,mean,min,max,interpretation
natural_language_generation,nlg_constraint_mention_precision,False,True,410,1.0,,1.0,0.9951219512195122,0.0,1.0,strong positive descriptive association; not causal
other,route_delay_probability,False,False,428,0.14864616664581917,,0.14864616664581917,0.5182420560747664,0.2757,0.75,minimal positive descriptive association; not causal
automatic_speech_recognition,asr_hallucinated_token_rate,False,False,452,-0.08976694455161234,-0.1855246504216189,-0.14090956309112287,0.011678761061946904,0.0,0.0753,minimal negative descriptive association; not causal
other,model_temperature,False,False,106,0.1518255202839735,0.11800379181124936,0.13687665342139868,0.7622641509433962,0.7,0.8,minimal positive descriptive association; not causal
automatic_speech_recognition,asr_constraint_preservation_rate,False,False,429,-0.1335597029542045,-0.029194444504091224,-0.13064045300467908,0.9386223776223775,0.7,1.0,minimal negative descriptive association; not causal
dialogue_management,dialogue_management_repeated_repair_rate,False,False,452,0.11701867671855634,0.12171312203052309,0.1278163057602637,0.1561570796460177,0.0,1.0,minimal positive descriptive association; not causal
automatic_speech_recognition,asr_real_time_factor,False,False,452,-0.17525415638228917,-0.04478123764497188,-0.12747601219083407,0.33673362831858406,0.0003,8.5027,minimal negative descriptive association; not causal
other,constraint_fullness_gap,False,False,428,-0.11918224429337752,,-0.11918224429337752,-0.007009345794392523,-1.0,1.0,minimal negative descriptive association; not causal
other,constraint_near_capacity_gap,False,False,428,-0.11918224429337752,,-0.11918224429337752,-0.007009345794392523,-1.0,1.0,minimal negative descriptive association; not causal
automatic_speech_recognition,asr_recognition_latency,False,False,452,-0.17089040039394437,-0.024256834978050527,-0.11527512406073519,1.7780772123893804,0.0025,70.294,minimal negative descriptive association; not causal
whole_dialogue,whole_dialogue_agent_b_task_focus_score,False,False,452,0.02555731703331902,0.2092207263638959,0.11285576131843024,0.08325265486725664,0.0,0.1268,weak positive descriptive association; not causal
natural_language_generation,nlg_conciseness,False,False,452,-0.11779560454854533,-0.08602808349792426,-0.11169292313425375,0.9876765486725664,0.8466,1.0,minimal negative descriptive association; not causal
dialogue_management,dialogue_management_clarification_calibration,False,False,452,0.14283749402349347,0.04185340870168365,0.10638747031699547,0.4299409292035398,0.0,1.0,minimal positive descriptive association; not causal
dialogue_management,dialogue_management_clarification_precision,False,False,452,0.14217767101000556,0.0416600712139107,0.10589602441379048,0.4299409292035398,0.0,1.0,minimal positive descriptive association; not causal
dialogue_management,dialogue_management_unnecessary_clarification_rate,False,False,452,-0.14217767101000553,-0.0416600712139107,-0.10589602441379047,0.5700590707964601,0.0,1.0,minimal negative descriptive association; not causal
text_to_speech,tts_synthesis_latency,False,False,452,-0.1670658378706624,0.0035852374439599346,-0.09999910127249412,2.4846473451327435,0.5206,40.3017,minimal negative descriptive association; not causal
task_outcome,task_outcome_constraint_route_change_rate,True,True,452,0.10736273997755115,0.06573612530104826,0.09590683418674065,0.7842920353982301,0.75,1.0,minimal positive descriptive association; not causal
other,reference_line_change_count,False,False,452,-0.06491664414934349,-0.1126202372937429,-0.0918811927576175,1.1592920353982301,1.0,2.0,minimal negative descriptive association; not causal
other,constraint_duration_min,False,False,452,0.08767589465487435,0.07511009725778772,0.08828615964194855,31.86283185840708,25.0,40.0,minimal positive descriptive association; not causal
dialogue_management,dialogue_management_correct_next_action_rate,False,False,428,-0.08610138383288603,,-0.08610138383288603,0.8678350467289719,0.3333,1.0,minimal negative descriptive association; not causal
natural_language_understanding,nlu_slot_precision,False,False,428,-0.08585205002076082,,-0.08585205002076082,0.9204046728971963,0.4286,1.0,minimal negative descriptive association; not causal
other,route_near_capacity_count,False,False,452,-0.1452242543480469,0.011150528842632415,-0.08318917193333433,0.0022123893805309734,0.0,1.0,minimal negative descriptive association; not causal
dialogue_management,dialogue_management_turn_limit_utilization,False,False,452,-0.00432275964037906,0.15448167513191902,0.06921479659861057,0.6879039823008849,0.25,1.0,minimal positive descriptive association; not causal
dialogue_state,dialogue_state_memory_update_rate,False,False,452,-0.06971547859831645,-0.05091437016635087,-0.06610370244452074,0.9943497787610619,0.8462,1.0,minimal negative descriptive association; not causal
dialogue_state,dialogue_state_candidate_memory_precision,False,False,428,-0.06501806294093307,,-0.06501806294093307,0.8938950934579439,0.3333,1.0,minimal negative descriptive association; not causal
natural_language_generation,nlg_generation_acceptance_rate,False,False,452,0.05195122831301188,0.06888376889823547,0.06365051438550204,0.007962389380530973,0.0,0.1667,minimal positive descriptive association; not causal
agent_a_evaluation,agent_a_verifier_catch_rate,False,False,452,-0.06465681132935139,-0.04721994156801215,-0.06130711146305138,0.963495575221239,0.0,1.0,minimal negative descriptive association; not causal
dialogue_management,dialogue_management_invalid_proposal_handling_accuracy,False,False,452,-0.06465681132935139,-0.04721994156801215,-0.06130711146305138,0.963495575221239,0.0,1.0,minimal negative descriptive association; not causal
agent_b_response,agent_b_hallucinated_content_rate,False,False,452,-0.04200119485570632,-0.0726439535126718,-0.0593442690094964,0.001225,0.0,0.1429,minimal negative descriptive association; not causal
dialogue_management,dialogue_management_premature_answer_rate,False,False,452,-0.04200119485570632,-0.0726439535126718,-0.0593442690094964,0.001225,0.0,0.1429,minimal negative descriptive association; not causal
natural_language_generation,nlg_model_delivery_rate,False,False,452,0.033869864185854595,0.0717277683445557,0.05396992288209831,0.014198893805309736,0.0,0.25,minimal positive descriptive association; not causal
other,comparison_terms,False,False,452,-0.1492568700171952,0.08216889917418742,-0.05261440467579247,0.6747787610619469,0.0,7.0,minimal negative descriptive association; not causal
dialogue_state,dialogue_state_slot_accuracy,False,False,428,-0.05057067364392885,,-0.05057067364392885,0.909922429906542,0.4364,1.0,minimal negative descriptive association; not causal
natural_language_understanding,nlu_slot_f1,False,False,428,-0.05057067364392885,,-0.05057067364392885,0.909922429906542,0.4364,1.0,minimal negative descriptive association; not causal
other,audio_turn_budget_violation_rate,False,False,452,0.013066981228207217,-0.12380952628831467,-0.04962876262207817,0.9624630530973451,0.6923,1.0,minimal negative descriptive association; not causal
automatic_speech_recognition,asr_numeric_preservation_rate,False,False,428,-0.04903277251298269,,-0.04903277251298269,0.7252383177570093,0.0,1.0,minimal negative descriptive association; not causal
text_to_speech,tts_audio_duration_error,False,False,452,0.035118853768641906,0.05811174244161395,0.048397528389989945,-0.8045181415929203,-2.6162,0.3515,minimal positive descriptive association; not causal
agent_a_evaluation,agent_a_constraint_violation_catch_rate,False,False,452,-0.04877097514364646,-0.03561825195441573,-0.04624427879783035,0.9778761061946902,0.0,1.0,minimal negative descriptive association; not causal
dialogue_management,dialogue_management_constraint_violation_handling_accuracy,False,False,452,-0.04877097514364646,-0.03561825195441573,-0.04624427879783035,0.9778761061946902,0.0,1.0,minimal negative descriptive association; not causal
agent_b_response,agent_b_avg_latency_sec,False,False,452,-0.028883985521568175,0.13639551159076124,0.045856870234528876,3.0042146017699114,1.9139,8.0,minimal positive descriptive association; not causal
other,audio_response_latency,False,False,452,-0.028883985521568175,0.13639551159076124,0.045856870234528876,3.0042146017699114,1.9139,8.0,minimal positive descriptive association; not causal
audio_turn_taking,max_turn_elapsed_sec,False,False,452,-0.029240645933502073,0.13664612079779545,0.045756379329756035,3.0973451327433628,2.0,8.0,minimal positive descriptive association; not causal
audio_turn_taking,max_turn_latency_sec,False,False,452,-0.029240645933502073,0.13664612079779545,0.045756379329756035,3.0973451327433628,2.0,8.0,minimal positive descriptive association; not causal
dialogue_state,dialogue_state_shared_state_agreement,False,False,452,0.030747484879617672,-0.1377926612062025,-0.04537263111937948,0.7935015486725663,0.0,1.0,minimal negative descriptive association; not causal
natural_language_understanding,nlu_pipeline_input_match_rate,False,False,452,0.030747484879617672,-0.1377926612062025,-0.04537263111937948,0.7935015486725663,0.0,1.0,minimal negative descriptive association; not causal
whole_dialogue,whole_dialogue_pipeline_dependency_integrity,False,False,452,0.030747484879617672,-0.1377926612062025,-0.04537263111937948,0.7935015486725663,0.0,1.0,minimal negative descriptive association; not causal
audio_turn_taking,mean_turn_elapsed_sec,False,False,452,-0.029814415829868473,0.13647164978076598,0.04532607462312276,3.026465707964602,1.886,8.0,minimal positive descriptive association; not causal
audio_turn_taking,mean_turn_latency_sec,False,False,452,-0.029814415829868473,0.13647164978076598,0.04532607462312276,3.026465707964602,1.886,8.0,minimal positive descriptive association; not causal
other,audio_turn_latency,False,False,452,-0.029814415829868473,0.13647164978076598,0.04532607462312276,3.026465707964602,1.886,8.0,minimal positive descriptive association; not causal
other,message_count,False,False,452,0.018040710051361486,0.07290869898021875,0.04488644501632126,11.878318584070797,3.0,20.0,minimal positive descriptive association; not causal
task_outcome,task_outcome_turns_used,True,True,452,0.018040710051361486,0.07290869898021875,0.04488644501632126,11.878318584070797,3.0,20.0,minimal positive descriptive association; not causal
whole_dialogue,whole_dialogue_dialogue_cost,False,False,452,0.018040710051361486,0.07290869898021875,0.04488644501632126,11.878318584070797,3.0,20.0,minimal positive descriptive association; not causal
whole_dialogue,whole_dialogue_turn_count,False,False,452,0.018040710051361486,0.07290869898021875,0.04488644501632126,11.878318584070797,3.0,20.0,minimal positive descriptive association; not causal
agent_a_evaluation,agent_a_avg_latency_sec,False,False,452,-0.030647155219100917,0.13645930157409802,0.04481357529113288,3.0455230088495573,1.791,8.0,minimal positive descriptive association; not causal
agent_a_evaluation,agent_a_caller_latency,False,False,452,-0.030647155219100917,0.13645930157409802,0.04481357529113288,3.0455230088495573,1.791,8.0,minimal positive descriptive association; not causal
other,constraint_delay_probability_gap,False,False,428,0.043955573388250735,,0.043955573388250735,0.027351401869158874,-0.2146,0.2534,minimal positive descriptive association; not causal
natural_language_generation,nlg_information_order_accuracy,False,False,428,0.04247130396943258,,0.04247130396943258,0.02799719626168224,0.0,0.5,minimal positive descriptive association; not causal
other,audio_clipping_rate,False,False,452,0.04066694873924581,0.029699747075909447,0.03856010075287068,1.5486725663716813e-06,0.0,0.0001,minimal positive descriptive association; not causal
text_to_speech,tts_clipping_rate,False,False,452,0.04066694873924581,0.029699747075909447,0.03856010075287068,1.5486725663716813e-06,0.0,0.0001,minimal positive descriptive association; not causal
automatic_speech_recognition,asr_route_sequence_edit_distance,False,False,428,0.03848991954112568,,0.03848991954112568,0.10222827102803739,0.0,0.6667,minimal positive descriptive association; not causal
natural_language_understanding,nlu_station_sequence_edit_distance,False,False,428,0.03848991954112568,,0.03848991954112568,0.10222827102803739,0.0,0.6667,minimal positive descriptive association; not causal
natural_language_understanding,nlu_slot_recall,False,False,428,-0.036390999859309534,,-0.036390999859309534,0.9011490654205607,0.3935,1.0,minimal negative descriptive association; not causal
dialogue_management,dialogue_management_repair_attempt_rate,False,False,452,-0.014876629485134374,-0.053180117492745455,-0.03378572476517916,0.07411504424778761,0.0,4.0,minimal negative descriptive association; not causal
dialogue_management,dialogue_management_clarification_recall,False,False,452,-0.03543073534231339,-0.025875653595930657,-0.03359516184280212,0.9911504424778761,0.0,1.0,minimal negative descriptive association; not causal
other,constraint_near_capacity_count,False,False,452,0.030638222266305512,0.022375601818550566,0.029050936303403045,0.008849557522123894,0.0,1.0,minimal positive descriptive association; not causal
agent_b_response,agent_b_pareto_improvement_rate,False,False,452,-0.012196745125564477,0.07096638507692989,0.025582378419915626,0.024499336283185843,0.0,0.5,minimal positive descriptive association; not causal
other,transfer_tolerance,False,False,452,0.021299960442686016,0.024476152031784527,0.024345126944186966,1.008849557522124,0.0,2.0,minimal positive descriptive association; not causal
natural_language_understanding,nlu_joint_frame_accuracy,False,False,428,-0.023346985506000725,,-0.023346985506000725,0.8580203271028037,0.0,1.0,minimal negative descriptive association; not causal
natural_language_understanding,nlu_semantic_frame_accuracy,False,False,428,-0.023346985506000725,,-0.023346985506000725,0.8580203271028037,0.0,1.0,minimal negative descriptive association; not causal
natural_language_understanding,nlu_station_sequence_exact_match,False,False,428,-0.023346985506000725,,-0.023346985506000725,0.8580203271028037,0.0,1.0,minimal negative descriptive association; not causal
text_to_speech,tts_round_trip_route_accuracy,False,False,428,-0.023346985506000725,,-0.023346985506000725,0.8580203271028037,0.0,1.0,minimal negative descriptive association; not causal
task_outcome,task_outcome_first_valid_route_turn,True,True,428,0.021642132712783424,,0.021642132712783424,1.0981308411214954,1.0,4.0,minimal positive descriptive association; not causal
dialogue_management,route_revision_count,False,False,452,-6.952565190393122e-05,0.04585049013480709,0.021281551154351167,0.046460176991150445,0.0,2.0,minimal positive descriptive association; not causal
whole_dialogue,whole_dialogue_route_revision_count,False,False,452,-6.952565190393122e-05,0.04585049013480709,0.021281551154351167,0.046460176991150445,0.0,2.0,minimal positive descriptive association; not causal
task_outcome,task_outcome_first_compliant_route_turn,True,True,412,0.018555583074151203,,0.0185555830741512,1.0995145631067962,1.0,4.0,minimal positive descriptive association; not causal
task_outcome,task_outcome_turns_to_success,True,True,412,0.018555583074151203,,0.0185555830741512,1.0995145631067962,1.0,4.0,minimal positive descriptive association; not causal
text_to_speech,tts_dnsmos,False,False,452,-0.010405306914076881,-0.02505841488982862,-0.017986072962616704,2.006570132743363,1.0227,3.4558,minimal negative descriptive association; not causal
other,audio_loudness_stability,False,False,452,-0.013825549799644643,-0.01771966256766616,-0.016654371587944847,0.6794931415929204,0.0075,2.1462,minimal negative descriptive association; not causal
automatic_speech_recognition,asr_critical_slot_accuracy,False,False,428,0.014889010698993572,,0.014889010698993572,0.9527614485981308,0.5,1.0,minimal positive descriptive association; not causal
natural_language_understanding,nlu_critical_slot_accuracy,False,False,428,0.014889010698993572,,0.014889010698993572,0.9527614485981308,0.5,1.0,minimal positive descriptive association; not causal
natural_language_understanding,nlu_origin_destination_accuracy,False,False,428,0.014889010698993572,,0.014889010698993572,0.9527614485981308,0.5,1.0,minimal positive descriptive association; not causal
agent_b_response,agent_b_best_route_discovery_turn,False,False,330,0.013134140763797864,,0.013134140763797864,1.1454545454545455,1.0,6.0,minimal positive descriptive association; not causal
dialogue_management,dialogue_management_route_revision_rate,False,False,452,-0.027047312064258228,0.044965375119724156,0.004452803861498557,0.010387831858407078,0.0,0.5,minimal positive descriptive association; not causal
other,constraint_line_change_count,False,False,452,0.029493973063154766,-0.03017421860534062,0.003915069929109259,1.1991150442477876,1.0,2.0,minimal negative descriptive association; not causal
other,constraint_transfer_miss_probability,False,False,452,0.025725144429517018,-0.03870266561805497,-0.0023447758497785933,0.285762389380531,0.1262,0.4293,minimal negative descriptive association; not causal
dialogue_management,best_candidate_turn,False,False,428,0.0019544445183358725,,0.0019544445183358725,1.1635514018691588,1.0,6.0,minimal positive descriptive association; not causal
