agent_a_type,agent_b_model,agent_b_llm_size,tts_engine,asr_engine,scenario_key,persona_key,speech_pattern_key,run_type,asr_beam_size,network_seed,agent_a_audio_persona,agent_b_audio_persona,speech_performance_band,transfer_tolerance,dialogue_stagnation_limit,planned_condition_count,observed_condition_count,completed_condition_count,interrupted_condition_count,not_started_condition_count,successful_condition_count,task_success_rate_completed,source_runs
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,crowded_event_exit,delay_sensitive_traveler,hesitant,audio_variant,6,77,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_021445_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,crowded_event_exit,delay_sensitive_traveler,hesitant,text_only,6,77,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_021323_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,crowded_event_exit,focused_commuter,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_020921_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,crowded_event_exit,focused_commuter,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_020801_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,midday_transfer,focused_commuter,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_021203_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,midday_transfer,focused_commuter,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,2,2,1,1,0,0,0.0,20260711_163055_b-n0001;20260712_021041_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,morning_peak_cross_city,crowd_averse_rider,mostly_clean,audio_variant,11,77,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260711_155448_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,morning_peak_cross_city,crowd_averse_rider,mostly_clean,text_only,11,77,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260711_155348_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,11,42,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_022020_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,11,42,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_021901_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,morning_peak_cross_city,risk_averse_novice,severe_channel,audio_variant,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260711_162955_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,morning_peak_cross_city,risk_averse_novice,severe_channel,text_only,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260711_162855_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,airport_connection,crowd_averse_rider,mostly_clean,audio_variant,11,42,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_020641_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,airport_connection,crowd_averse_rider,mostly_clean,text_only,11,42,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_020521_b-n0001_02
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,crowded_event_exit,crowd_averse_rider,mostly_clean,audio_variant,11,77,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_021201_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,crowded_event_exit,crowd_averse_rider,mostly_clean,text_only,11,77,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_021041_b-n0001_02
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,crowded_event_exit,risk_averse_novice,severe_channel,audio_variant,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260712_021740_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,crowded_event_exit,risk_averse_novice,severe_channel,text_only,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260712_021614_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,midday_transfer,crowd_averse_rider,mostly_clean,audio_variant,11,77,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_021447_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,midday_transfer,crowd_averse_rider,mostly_clean,text_only,11,77,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_021325_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,midday_transfer,delay_sensitive_traveler,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_021740_b-n0001_02
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,midday_transfer,delay_sensitive_traveler,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_021613_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,midday_transfer,focused_commuter,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_024338_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,midday_transfer,focused_commuter,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_024216_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,midday_transfer,risk_averse_novice,severe_channel,audio_variant,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260712_022024_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,midday_transfer,risk_averse_novice,severe_channel,text_only,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,2,2,1,1,0,0,0.0,20260711_161752_b-n0001;20260712_021900_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,crowd_averse_rider,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_022724_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,crowd_averse_rider,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_022605_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,crowd_averse_rider,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_023005_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,crowd_averse_rider,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_022845_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,crowd_averse_rider,severe_channel,audio_variant,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260712_023246_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,crowd_averse_rider,severe_channel,text_only,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260712_023125_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_023524_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_023404_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,2,2,1,1,0,1,1.0,20260711_161151_b-n0001;20260712_020922_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,2,2,1,1,0,1,1.0,20260711_155549_b-n0001;20260712_020801_b-n0001_02
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,audio_variant,11,42,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_022257_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,text_only,11,42,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_022139_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,audio_variant,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260712_022535_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,text_only,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260712_022415_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,focused_commuter,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,14,14,1,13,0,0,0.0,20260711_153746_b-n0001;20260712_020642_b-n0001;20260712_022308_b-n0001;20260712_022555_b-n0001;20260712_022844_b-n0001;20260712_023129_b-n0001;20260712_023411_b-n0001;20260712_023620_b-n0001;20260712_023655_b-n0001;20260712_023807_b-n0001;20260712_024054_b-n0001;20260712_024621_b-n0001;20260712_024901_b-n0001;20260712_025147_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,focused_commuter,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,14,14,1,13,0,1,1.0,20260711_152613_b-n0001;20260712_020521_b-n0001;20260712_022145_b-n0001;20260712_022431_b-n0001;20260712_022718_b-n0001;20260712_023007_b-n0001;20260712_023250_b-n0001;20260712_023500_b-n0001;20260712_023532_b-n0001;20260712_023645_b-n0001;20260712_023931_b-n0001;20260712_024500_b-n0001;20260712_024742_b-n0001;20260712_025024_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_022201_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,focused_commuter,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_022039_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260712_022444_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,focused_commuter,severe_channel,text_only,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260712_022324_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,risk_averse_novice,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_022813_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,risk_averse_novice,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260712_022654_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,risk_averse_novice,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_023340_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,risk_averse_novice,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_023218_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,risk_averse_novice,mostly_clean,audio_variant,11,42,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_023100_b-n0001
userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,morning_peak_cross_city,risk_averse_novice,mostly_clean,text_only,11,42,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260712_022933_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,airport_connection,delay_sensitive_traveler,hesitant,audio_variant,6,77,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260710_204107_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,airport_connection,delay_sensitive_traveler,hesitant,text_only,6,77,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260710_203905_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,airport_connection,focused_commuter,clean,audio_variant,16,77,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260710_201633_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,airport_connection,focused_commuter,clean,text_only,16,77,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260710_201432_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,crowded_event_exit,delay_sensitive_traveler,hesitant,audio_variant,6,77,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,1,1.0,20260710_195601_b-n0001_02
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,crowded_event_exit,delay_sensitive_traveler,hesitant,text_only,6,77,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,1,1.0,20260711_195856_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,crowded_event_exit,focused_commuter,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260710_204806_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,crowded_event_exit,focused_commuter,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260710_204636_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,midday_transfer,focused_commuter,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,0,0.0,20260710_204906_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,midday_transfer,focused_commuter,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,0,0.0,20260710_204005_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,morning_peak_cross_city,crowd_averse_rider,mostly_clean,audio_variant,11,77,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260710_201032_b-n0001_02
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,morning_peak_cross_city,crowd_averse_rider,mostly_clean,text_only,11,77,neutral_caller,clear_operator,nominal,,,1,1,0,1,0,0,,20260710_200831_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,11,42,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_203335_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,11,42,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_202403_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,morning_peak_cross_city,risk_averse_novice,severe_channel,audio_variant,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260710_203835_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,morning_peak_cross_city,risk_averse_novice,severe_channel,text_only,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260710_203635_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,airport_connection,crowd_averse_rider,mostly_clean,audio_variant,11,42,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_202804_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,airport_connection,crowd_averse_rider,mostly_clean,text_only,11,42,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_201833_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,airport_connection,focused_commuter,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260710_223420_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,airport_connection,focused_commuter,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,0,1,0,0,,20260710_223251_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,airport_connection,risk_averse_novice,severe_channel,audio_variant,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260710_204506_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,airport_connection,risk_averse_novice,severe_channel,text_only,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,0,1,0,0,,20260710_204306_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,crowded_event_exit,crowd_averse_rider,mostly_clean,audio_variant,11,77,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_205838_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,crowded_event_exit,crowd_averse_rider,mostly_clean,text_only,11,77,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_204936_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,crowded_event_exit,risk_averse_novice,severe_channel,audio_variant,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,0,0.0,20260710_201933_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,crowded_event_exit,risk_averse_novice,severe_channel,text_only,1,77,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,1,1.0,20260710_201032_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,midday_transfer,crowd_averse_rider,mostly_clean,audio_variant,11,77,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_211109_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,midday_transfer,crowd_averse_rider,mostly_clean,text_only,11,77,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_210239_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,midday_transfer,delay_sensitive_traveler,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,0,0.0,20260710_213012_b-n0001_02
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,midday_transfer,delay_sensitive_traveler,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,1,1.0,20260710_212140_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,midday_transfer,focused_commuter,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,1,1.0,20260710_222449_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,midday_transfer,focused_commuter,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,0,0.0,20260710_221548_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,midday_transfer,risk_averse_novice,severe_channel,audio_variant,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,0,0.0,20260710_200803_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,midday_transfer,risk_averse_novice,severe_channel,text_only,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,0,0.0,20260710_195541_b-n0001_02
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,crowd_averse_rider,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,1,1.0,20260710_213112_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,crowd_averse_rider,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,1,1.0,20260710_212210_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,crowd_averse_rider,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,0,0.0,20260710_215015_b-n0001_02
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,crowd_averse_rider,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,1,1.0,20260710_214113_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,crowd_averse_rider,severe_channel,audio_variant,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,0,0.0,20260710_200831_b-n0001_02
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,crowd_averse_rider,severe_channel,text_only,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,0,0.0,20260710_195541_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,1,1.0,20260710_202103_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,1,1.0,20260710_201202_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,0,0.0,20260710_202234_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,1,1.0,20260710_201202_b-n0001_02
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,audio_variant,11,42,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,0,0.0,20260710_203936_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,text_only,11,42,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_203104_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,audio_variant,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,0,0.0,20260710_205937_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,text_only,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,1,1.0,20260710_205137_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,focused_commuter,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,13,13,13,0,0,4,0.3076923076923077,20260710_195601_b-n0001;20260710_211810_b-n0001;20260710_213913_b-n0001;20260710_214514_b-n0001;20260710_215746_b-n0001;20260710_220447_b-n0001;20260710_221448_b-n0001;20260710_223250_b-n0001;20260710_224351_b-n0001;20260710_225222_b-n0001;20260710_230354_b-n0001;20260710_231056_b-n0001;20260710_232430_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,focused_commuter,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,13,13,13,0,0,13,1.0,20260710_210939_b-n0001;20260710_213012_b-n0001;20260710_213643_b-n0001;20260710_215015_b-n0001;20260710_215616_b-n0001;20260710_220717_b-n0001;20260710_222519_b-n0001;20260710_223550_b-n0001;20260710_224322_b-n0001;20260710_225453_b-n0001;20260710_230224_b-n0001;20260710_231525_b-n0001;20260711_123222_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,1,1.0,20260710_205637_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,focused_commuter,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,1,1.0,20260710_204736_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,0,0.0,20260710_211810_b-n0001_02
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,focused_commuter,severe_channel,text_only,1,42,barely_understandable_caller,barely_understandable_operator,floor,,,1,1,1,0,0,1,1.0,20260710_210908_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,risk_averse_novice,clean,audio_variant,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,0,0.0,20260710_211239_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,risk_averse_novice,clean,text_only,16,42,high_clarity_caller,high_clarity_operator,ceiling,,,1,1,1,0,0,1,1.0,20260710_210438_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,risk_averse_novice,hesitant,audio_variant,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,0,0.0,20260710_215015_b-n0001_03
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,risk_averse_novice,hesitant,text_only,6,42,degraded_caller,degraded_operator,challenging,,,1,1,1,0,0,1,1.0,20260710_214214_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,risk_averse_novice,mostly_clean,audio_variant,11,42,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_213212_b-n0001
userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,morning_peak_cross_city,risk_averse_novice,mostly_clean,text_only,11,42,neutral_caller,clear_operator,nominal,,,1,1,1,0,0,1,1.0,20260710_212442_b-n0001
userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,crowded_event_exit,delay_sensitive_traveler,hesitant,audio_variant,6,77,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_015741_b-n0001
userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,crowded_event_exit,delay_sensitive_traveler,hesitant,text_only,6,77,degraded_caller,degraded_operator,challenging,,,1,1,0,1,0,0,,20260712_015622_b-n0001
