source_run,condition_id,model_comparison_condition_key,condition_state,agent_a_type,agent_b_model,agent_b_llm_size,tts_engine,asr_engine,run_type,scenario_key,persona_key,speech_pattern_key,agent_a_audio_persona,agent_b_audio_persona,phase_order,phase,observation_count,total_processing_sec,mean_processing_sec,maximum_processing_sec,pipeline_success_rate,error_count,misinterpreted_token_count,correction_count,valid_route_parse_rate,candidate_count,evidence_source
20260714_030243_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-f23f563228-T,MC-d53b46b1d73d,completed,tinyllama,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,9,211.632603,23.514733666666665,31.012774,,,,,,,runtime event telemetry; no retrospective substitution
20260714_055152_b-n0001,C-MT-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-c6144bfd6b-A,MC-9085487285d4,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,13,43.395736,3.3381335384615385,5.701192,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_055152_b-n0001,C-MT-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-c6144bfd6b-A,MC-9085487285d4,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,13,101.354616,7.796508923076923,11.113885,1.0,0,2,1,,,runtime event telemetry; no retrospective substitution
20260714_055152_b-n0001,C-MT-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-c6144bfd6b-A,MC-9085487285d4,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,6,0.020274,0.003379,0.008908,,,,,0.5,,runtime event telemetry; no retrospective substitution
20260714_055152_b-n0001,C-MT-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-c6144bfd6b-A,MC-9085487285d4,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,6,0.008485999999999999,0.0014143333333333332,0.004323,,,,,,3,runtime event telemetry; no retrospective substitution
20260714_055152_b-n0001,C-MT-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-c6144bfd6b-A,MC-9085487285d4,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,13,144.755509,11.135039153846153,16.033911,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_061940_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-T,MC-1e13e1821e61,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,9,933.8175990000001,103.75751100000001,237.299238,,,,,,,runtime event telemetry; no retrospective substitution
20260714_061940_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-T,MC-1e13e1821e61,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,9,5.677281,0.630809,1.009265,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_061940_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-T,MC-1e13e1821e61,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,9,0.165055,0.018339444444444446,0.026633,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260714_061940_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-T,MC-1e13e1821e61,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,4,0.01044,0.00261,0.004553,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260714_061940_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-T,MC-1e13e1821e61,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,4,0.016144,0.004036,0.006356,,,,,,4,runtime event telemetry; no retrospective substitution
20260714_061940_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-T,MC-1e13e1821e61,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,9,5.845767,0.6495296666666667,1.033708,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_063643_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-A,MC-df2260b4e576,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,15,1389.281359,92.61875726666668,284.707352,,,,,,,runtime event telemetry; no retrospective substitution
20260714_063643_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-A,MC-df2260b4e576,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,15,29.277777999999998,1.9518518666666664,5.488998,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_063643_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-A,MC-df2260b4e576,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,15,18.194627,1.2129751333333334,2.198843,1.0,0,33,5,,,runtime event telemetry; no retrospective substitution
20260714_063643_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-A,MC-df2260b4e576,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,7,0.032525,0.004646428571428571,0.010546,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260714_063643_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-A,MC-df2260b4e576,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,7,0.036462,0.005208857142857143,0.012412,,,,,,5,runtime event telemetry; no retrospective substitution
20260714_063643_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-A,MC-df2260b4e576,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,15,82.407828,5.4938552,10.595771,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_070430_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-T,MC-4f1bf2ba445e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,1,natural_language_generation,9,1143.542384,127.0602648888889,281.951722,,,,,,,runtime event telemetry; no retrospective substitution
20260714_070430_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-T,MC-4f1bf2ba445e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,2,text_to_speech,9,10.845124,1.2050137777777779,1.724514,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_070430_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-T,MC-4f1bf2ba445e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,3,automatic_speech_recognition,9,0.238244,0.026471555555555557,0.039653,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260714_070430_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-T,MC-4f1bf2ba445e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,4,natural_language_understanding,4,0.035029,0.00875725,0.011232,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260714_070430_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-T,MC-4f1bf2ba445e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,5,dialogue_management,4,0.014482,0.0036205,0.00534,,,,,,4,runtime event telemetry; no retrospective substitution
20260714_070430_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-T,MC-4f1bf2ba445e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,6,speech_pipeline,9,11.088402,1.2320446666666667,1.756727,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_072520_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-A,MC-b9856551d766,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,1,natural_language_generation,13,1364.527345,104.96364192307692,287.061893,,,,,,,runtime event telemetry; no retrospective substitution
20260714_072520_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-A,MC-b9856551d766,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,2,text_to_speech,13,44.751298,3.4424075384615382,5.748425,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_072520_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-A,MC-b9856551d766,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,3,automatic_speech_recognition,13,14.34294,1.103303076923077,1.937477,1.0,0,38,1,,,runtime event telemetry; no retrospective substitution
20260714_072520_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-A,MC-b9856551d766,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,4,natural_language_understanding,6,0.02859,0.004765,0.009519,,,,,0.3333333333333333,,runtime event telemetry; no retrospective substitution
20260714_072520_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-A,MC-b9856551d766,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,5,dialogue_management,6,0.039892,0.0066486666666666664,0.022526,,,,,,2,runtime event telemetry; no retrospective substitution
20260714_072520_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-A,MC-b9856551d766,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,6,speech_pipeline,13,135.184158,10.398781384615384,18.223304,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_075552_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-T,MC-702b4413a296,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,1,natural_language_generation,11,1544.269619,140.38814718181817,327.405331,,,,,,,runtime event telemetry; no retrospective substitution
20260714_075552_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-T,MC-702b4413a296,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,2,text_to_speech,11,33.12108,3.0110072727272725,4.035904,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_075552_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-T,MC-702b4413a296,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,3,automatic_speech_recognition,11,0.061542,0.005594727272727273,0.00731,1.0,0,1,0,,,runtime event telemetry; no retrospective substitution
20260714_075552_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-T,MC-702b4413a296,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,4,natural_language_understanding,5,0.196034,0.0392068,0.070791,,,,,0.8,,runtime event telemetry; no retrospective substitution
20260714_075552_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-T,MC-702b4413a296,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,5,dialogue_management,5,0.080295,0.016059,0.024925,,,,,,4,runtime event telemetry; no retrospective substitution
20260714_075552_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-T,MC-702b4413a296,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,6,speech_pipeline,11,33.197012,3.017910181818182,4.043272,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_082556_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-A,MC-d049cf42f86f,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,1,natural_language_generation,7,0.338278,0.048325428571428575,0.157272,,,,,,,runtime event telemetry; no retrospective substitution
20260714_082556_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-A,MC-d049cf42f86f,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,2,text_to_speech,7,27.045799000000002,3.863685571428572,8.783402,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_082556_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-A,MC-d049cf42f86f,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,3,automatic_speech_recognition,7,9.271207,1.324458142857143,2.572105,1.0,0,18,0,,,runtime event telemetry; no retrospective substitution
20260714_082556_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-A,MC-d049cf42f86f,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,4,natural_language_understanding,3,0.007504,0.0025013333333333333,0.002552,,,,,0.0,,runtime event telemetry; no retrospective substitution
20260714_082556_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-A,MC-d049cf42f86f,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,5,dialogue_management,3,0.001118,0.0003726666666666667,0.000385,,,,,,0,runtime event telemetry; no retrospective substitution
20260714_082556_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-A,MC-d049cf42f86f,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,midday_transfer,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,6,speech_pipeline,7,70.374,10.05342857142857,18.604254,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_083153_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-T,MC-caa96b93afcb,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,9,1147.4107079999999,127.49007866666665,297.93796,,,,,,,runtime event telemetry; no retrospective substitution
20260714_083153_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-T,MC-caa96b93afcb,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,9,26.531888,2.9479875555555553,4.459238,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_083153_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-T,MC-caa96b93afcb,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,9,1.298359,0.14426211111111112,0.199005,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260714_083153_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-T,MC-caa96b93afcb,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,4,0.103723,0.02593075,0.034829,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260714_083153_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-T,MC-caa96b93afcb,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,4,0.17768699999999998,0.044421749999999996,0.053131,,,,,,4,runtime event telemetry; no retrospective substitution
20260714_083153_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-T,MC-caa96b93afcb,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,9,27.842541,3.0936156666666665,4.638827,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_085430_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-A,MC-46a8526cf133,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,15,1663.985703,110.9323802,291.520994,,,,,,,runtime event telemetry; no retrospective substitution
20260714_085430_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-A,MC-46a8526cf133,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,15,64.939672,4.329311466666667,7.953059,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_085430_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-A,MC-46a8526cf133,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,15,16.913973,1.1275982,1.886169,1.0,0,38,6,,,runtime event telemetry; no retrospective substitution
20260714_085430_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-A,MC-46a8526cf133,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,7,0.20433199999999999,0.029190285714285714,0.065483,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260714_085430_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-A,MC-46a8526cf133,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,7,0.208131,0.029733000000000002,0.048612,,,,,,6,runtime event telemetry; no retrospective substitution
20260714_085430_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-A,MC-46a8526cf133,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,15,180.646222,12.043081466666667,21.008203,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_093626_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-T,MC-dce3ef46b664,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,9,1130.963915,125.66265722222222,281.85578,,,,,,,runtime event telemetry; no retrospective substitution
20260714_093626_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-T,MC-dce3ef46b664,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,9,10.803531,1.2003923333333333,1.740894,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_093626_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-T,MC-dce3ef46b664,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,9,0.25074,0.027860000000000003,0.038602,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260714_093626_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-T,MC-dce3ef46b664,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,4,0.017388,0.004347,0.006388,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260714_093626_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-T,MC-dce3ef46b664,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,4,0.026423000000000002,0.0066057500000000005,0.008097,,,,,,4,runtime event telemetry; no retrospective substitution
20260714_093626_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-T,MC-dce3ef46b664,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,text_only,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,9,11.059311000000001,1.2288123333333334,1.776375,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_095658_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-A,MC-e095d02b6a5e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,13,1448.699261,111.43840469230769,327.042693,,,,,,,runtime event telemetry; no retrospective substitution
20260714_095658_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-A,MC-e095d02b6a5e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,13,29.597291000000002,2.2767146923076926,5.61878,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260714_095658_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-A,MC-e095d02b6a5e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,13,18.014397,1.385722846153846,2.263148,1.0,0,34,4,,,runtime event telemetry; no retrospective substitution
20260714_095658_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-A,MC-e095d02b6a5e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,6,0.038702,0.006450333333333333,0.015541,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260714_095658_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-A,MC-e095d02b6a5e,completed,tinyllama,Phi-3-mini-4k-instruct,medium,piper,vosk,audio_variant,crowded_event_exit,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,6,0.034364,0.005727333333333333,0.011854,,,,,,5,runtime event telemetry; no retrospective substitution
