source_run,source_path,condition_id,condition_state,model_comparison_condition_key,pair_id,outcome,task_success,execution_status,failure_phase,pipeline_failure_type,scenario_key,persona_key,run_type,speech_pattern_key,speech_performance_band,speech_performance_rank,agent_a_type,agent_a_audio_persona,agent_b_audio_persona,agent_b_model,agent_b_llm_size,agent_b_model_role,model_param_key,objective_mode,configured_tts_engine,configured_asr_engine,tts_engine,asr_engine,asr_search_width,asr_beam_size,network_seed,transfer_tolerance,dialogue_stagnation_limit,experiment_seed,iteration,route_valid,route_duration_min,turn_count,runtime_sec,automatic_eval_score,route_validity,constraint_satisfaction,word_error_rate,entity_error_rate,repair_success_rate,grounded_proposal_score,task_focus_score,dialogue_cost,failure_localization_score
20260713_125125_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_125125_b-n0001,C-HA-DST-CLEAN-PIP-FWH-Q05-PCC-SML-I0-f89fe48eac-A,completed,MC-5a9a866c5383,P-f89fe48eac,success,True,completed,,,hospital_appointment,delay_sensitive_traveler,audio_variant,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,123,2,3,123,0,True,29.0,11.0,489.54575577401556,0.9719,1.0,1.0,0.0391,0.1111,1.0,1.0,0.0787,11.0,1.0
20260713_130331_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_130331_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-Q05-PCP-SML-I0-fa86dd96ff-T,completed,MC-2c3c0f00672f,P-fa86dd96ff,success,True,completed,,,hospital_appointment,multi_stop_errand_runner,text_only,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,0,2,42,0,True,34.0,11.0,429.5198654890992,0.9566,1.0,1.0,0.0202,0.0952,1.0,0.9779,0.0758,11.0,1.0
20260713_130359_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_130359_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-Q05-PCP-SML-I0-fa86dd96ff-A,completed,MC-84da88ff4897,P-fa86dd96ff,success,True,completed,,,hospital_appointment,multi_stop_errand_runner,audio_variant,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,0,2,42,0,True,34.0,11.0,507.8335308395326,0.9561,1.0,1.0,0.0324,0.1111,1.0,0.9779,0.0815,11.0,1.0
20260713_131414_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_131414_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-Q05-PCP-SML-I0-fa86dd96ff-A,completed,MC-84da88ff4897,P-fa86dd96ff,success,True,completed,,,hospital_appointment,multi_stop_errand_runner,audio_variant,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,0,2,42,0,True,34.0,11.0,482.6820752180647,0.9552,1.0,1.0,0.0354,0.0952,1.0,0.9779,0.0761,11.0,1.0
20260713_131635_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_131635_b-n0001,C-MDE-DST-HESIT-PIP-FWH-Q05-PAP-SML-I0-4a161002d7-T,completed,MC-896523320e0d,P-4a161002d7,failure,False,completed,backend_task_execution,,multi_destination_errands,delay_sensitive_traveler,text_only,hesitant,challenging,1,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,6,6,123,1,2,123,0,True,44.0,13.0,75.5092635974288,0.1401,1.0,0.0,0.016,0.0,1.0,0.4034,0.0963,13.0,1.0
20260713_132125_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_132125_b-n0001,C-MDE-DST-HESIT-PIP-FWH-Q05-PAP-SML-I0-4a161002d7-A,completed,MC-00ce1da6ca1e,P-4a161002d7,failure,False,completed,asr,,multi_destination_errands,delay_sensitive_traveler,audio_variant,hesitant,challenging,1,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,6,6,123,1,2,123,0,True,44.0,13.0,243.72118416521698,0.1344,1.0,0.0,0.0579,0.0,0.5,0.4034,0.1027,13.0,1.0
20260713_132612_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_132612_b-n0001,C-MDE-DST-HESIT-PIP-FWH-Q05-PAP-SML-I0-4a161002d7-T,completed,MC-896523320e0d,P-4a161002d7,failure,False,completed,backend_task_execution,,multi_destination_errands,delay_sensitive_traveler,text_only,hesitant,challenging,1,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,6,6,123,1,2,123,0,True,44.0,14.0,78.00299410009757,0.1441,1.0,0.0,0.0195,0.0,1.0,0.4034,0.0931,14.0,1.0
20260713_132900_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_132900_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-Q05-PAP-SML-I0-079914e0c5-T,completed,MC-5767fcf32c1e,P-079914e0c5,success,True,completed,,,airport_connection,risk_averse_novice,text_only,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,1,2,42,0,True,37.0,11.0,471.69301500730217,0.9531,1.0,1.0,0.0216,0.1053,1.0,0.973,0.0811,11.0,1.0
20260713_133109_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_133109_b-n0001,C-MDE-DST-HESIT-PIP-FWH-Q05-PAP-SML-I0-4a161002d7-A,completed,MC-00ce1da6ca1e,P-4a161002d7,failure,False,completed,asr,,multi_destination_errands,delay_sensitive_traveler,audio_variant,hesitant,challenging,1,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,6,6,123,1,2,123,0,True,44.0,13.0,307.477389808977,0.141,1.0,0.0,0.0591,0.0,1.0,0.4034,0.0905,13.0,1.0
20260713_211034_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211034_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-Q05-PAP-SML-I0-079914e0c5-A,completed,MC-8603f9a84cab,P-079914e0c5,success,True,completed,,,airport_connection,risk_averse_novice,audio_variant,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,1,2,42,0,True,37.0,11.0,1032.3835597410798,0.9508,1.0,1.0,0.0486,0.1053,1.0,0.973,0.0815,11.0,1.0
20260713_211034_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211034_b-n0001_02,C-LE-AR-CLEAN-PIP-FWH-Q05-PCP-SML-I0-90a298e3d5-T,skipped_invalid_condition,MC-fa55e6ae9c2b,P-90a298e3d5,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,late_event,accessibility_rider,text_only,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,0,2,42,0,False,,0.0,3.4300610423088074e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211035_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211035_b-n0001,C-MPCC-CAR-MC-PIP-FWH-Q05-PSS-SML-I0-34919554c9-T,skipped_invalid_condition,MC-01a3d2612e26,P-34919554c9,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,morning_peak_cross_city,crowd_averse_rider,text_only,mostly_clean,nominal,2,userlm,neutral_caller,clear_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,11,11,77,1,2,77,0,False,,0.0,1.0901130735874176e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211105_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211105_b-n0001,C-MPCC-CAR-MC-PIP-FWH-Q05-PSS-SML-I0-34919554c9-A,skipped_invalid_condition,MC-217fca7ef11a,P-34919554c9,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,morning_peak_cross_city,crowd_averse_rider,audio_variant,mostly_clean,nominal,2,userlm,neutral_caller,clear_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,11,11,77,1,2,77,0,False,,0.0,1.5096738934516907e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211106_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211106_b-n0001,C-LE-AR-CLEAN-PIP-FWH-Q05-PCP-SML-I0-90a298e3d5-A,skipped_invalid_condition,MC-a64b199e0b70,P-90a298e3d5,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,late_event,accessibility_rider,audio_variant,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,0,2,42,0,False,,0.0,3.2996758818626404e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211137_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211137_b-n0001,C-HA-CAR-SC-PIP-FWH-Q05-PAP-SML-I0-24f90b9993-T,skipped_invalid_condition,MC-c459d5a30666,P-24f90b9993,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,hospital_appointment,crowd_averse_rider,text_only,severe_channel,floor,0,userlm,barely_understandable_caller,barely_understandable_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,1,1,77,1,2,77,0,False,,0.0,1.6102567315101624e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211139_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211139_b-n0001,C-MPCC-AR-CLEAN-PIP-FWH-Q05-PAP-SML-I0-c2b9f8783f-T,skipped_invalid_condition,MC-48fda33bdd08,P-c2b9f8783f,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,morning_peak_cross_city,accessibility_rider,text_only,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,77,1,2,77,0,False,,0.0,3.170222043991089e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211206_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211206_b-n0001,C-HA-CAR-SC-PIP-FWH-Q05-PAP-SML-I0-24f90b9993-A,skipped_invalid_condition,MC-9c2320b28905,P-24f90b9993,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,hospital_appointment,crowd_averse_rider,audio_variant,severe_channel,floor,0,userlm,barely_understandable_caller,barely_understandable_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,1,1,77,1,2,77,0,False,,0.0,1.2796372175216675e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211211_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211211_b-n0001,C-MPCC-AR-CLEAN-PIP-FWH-Q05-PAP-SML-I0-c2b9f8783f-A,skipped_invalid_condition,MC-30d97235d1e2,P-c2b9f8783f,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,morning_peak_cross_city,accessibility_rider,audio_variant,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,77,1,2,77,0,False,,0.0,2.620043233036995e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211236_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211236_b-n0001,C-HA-RAN-MC-PIP-FWH-Q05-PSS-SML-I0-e3851f368c-T,skipped_invalid_condition,MC-7700381ce46f,P-e3851f368c,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,hospital_appointment,risk_averse_novice,text_only,mostly_clean,nominal,2,userlm,neutral_caller,clear_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,11,11,42,1,2,42,0,False,,0.0,1.7648562788963318e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211244_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211244_b-n0001,C-MT-CAR-SC-PIP-FWH-Q05-PCC-SML-I0-2e2d49000c-T,skipped_invalid_condition,MC-d27e66ed0bba,P-2e2d49000c,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,midday_transfer,crowd_averse_rider,text_only,severe_channel,floor,0,userlm,barely_understandable_caller,barely_understandable_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,1,1,123,2,3,123,0,False,,0.0,1.8200371414422989e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211311_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211311_b-n0001,C-HA-RAN-MC-PIP-FWH-Q05-PSS-SML-I0-e3851f368c-A,skipped_invalid_condition,MC-f15a0193a349,P-e3851f368c,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,hospital_appointment,risk_averse_novice,audio_variant,mostly_clean,nominal,2,userlm,neutral_caller,clear_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,11,11,42,1,2,42,0,False,,0.0,1.3513490557670593e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211315_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211315_b-n0001,C-MT-CAR-SC-PIP-FWH-Q05-PCC-SML-I0-2e2d49000c-A,skipped_invalid_condition,MC-9cb5bf57b6bc,P-2e2d49000c,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,midday_transfer,crowd_averse_rider,audio_variant,severe_channel,floor,0,userlm,barely_understandable_caller,barely_understandable_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,1,1,123,2,3,123,0,False,,0.0,1.5900004655122757e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211342_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211342_b-n0001,C-HA-AR-CLEAN-PIP-FWH-Q05-PAD-SML-I0-61dabf8e16-T,skipped_invalid_condition,MC-56b3862521eb,P-61dabf8e16,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,hospital_appointment,accessibility_rider,text_only,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,1,2,42,0,False,,0.0,1.319684088230133e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211343_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211343_b-n0001,C-AC-FC-SC-PIP-FWH-Q05-PCP-SML-I0-630b80e771-T,skipped_invalid_condition,MC-98c71af447b5,P-630b80e771,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,airport_connection,focused_commuter,text_only,severe_channel,floor,0,userlm,barely_understandable_caller,barely_understandable_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,1,1,77,0,2,77,0,False,,0.0,3.9299484342336655e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211413_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211413_b-n0001,C-HA-AR-CLEAN-PIP-FWH-Q05-PAD-SML-I0-61dabf8e16-A,skipped_invalid_condition,MC-bee7751f679b,P-61dabf8e16,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,hospital_appointment,accessibility_rider,audio_variant,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,1,2,42,0,False,,0.0,1.1855736374855042e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211414_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211414_b-n0001,C-AC-FC-SC-PIP-FWH-Q05-PCP-SML-I0-630b80e771-A,skipped_invalid_condition,MC-f7e3a80bde6a,P-630b80e771,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,airport_connection,focused_commuter,audio_variant,severe_channel,floor,0,userlm,barely_understandable_caller,barely_understandable_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,1,1,77,0,2,77,0,False,,0.0,2.6300549507141113e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211445_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211445_b-n0001,C-MDE-FC-CLEAN-PIP-FWH-Q05-PCC-SML-I0-95b1434acc-T,skipped_invalid_condition,MC-b168d4784933,P-95b1434acc,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,multi_destination_errands,focused_commuter,text_only,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,2,3,42,0,False,,0.0,1.648440957069397e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211446_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211446_b-n0001,C-AC-AR-HESIT-PIP-FWH-Q05-PCC-SML-I0-9beb947473-T,skipped_invalid_condition,MC-79c7d3de6cfa,P-9beb947473,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,airport_connection,accessibility_rider,text_only,hesitant,challenging,1,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,6,6,77,2,3,77,0,False,,0.0,3.419816493988037e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211516_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211516_b-n0001,C-AC-AR-HESIT-PIP-FWH-Q05-PCC-SML-I0-9beb947473-A,skipped_invalid_condition,MC-8fddd6edce2c,P-9beb947473,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,airport_connection,accessibility_rider,audio_variant,hesitant,challenging,1,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,6,6,77,2,3,77,0,False,,0.0,1.650070771574974e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211517_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211517_b-n0001,C-MDE-FC-CLEAN-PIP-FWH-Q05-PCC-SML-I0-95b1434acc-A,skipped_invalid_condition,MC-9be9b8301e58,P-95b1434acc,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,multi_destination_errands,focused_commuter,audio_variant,clean,ceiling,3,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,16,16,42,2,3,42,0,False,,0.0,1.3355165719985962e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211553_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211553_b-n0001,C-AC-MSER-HESIT-PIP-FWH-Q05-PCC-SML-I0-d2695cb6b1-T,skipped_invalid_condition,MC-5757a0df7bf3,P-d2695cb6b1,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,airport_connection,multi_stop_errand_runner,text_only,hesitant,challenging,1,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,6,6,77,2,3,77,0,False,,0.0,4.5299530029296875e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211555_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211555_b-n0001,C-MDE-CAR-MC-PIP-FWH-Q05-PSS-SML-I0-943d5c5763-T,skipped_invalid_condition,MC-a51775d2dff6,P-943d5c5763,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,multi_destination_errands,crowd_averse_rider,text_only,mostly_clean,nominal,2,userlm,neutral_caller,clear_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,11,11,77,1,2,77,0,False,,0.0,1.3718381524085999e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211621_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211621_b-n0001,C-AC-MSER-HESIT-PIP-FWH-Q05-PCC-SML-I0-d2695cb6b1-A,skipped_invalid_condition,MC-b022be080858,P-d2695cb6b1,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,airport_connection,multi_stop_errand_runner,audio_variant,hesitant,challenging,1,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,6,6,77,2,3,77,0,False,,0.0,1.2498348951339722e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211625_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211625_b-n0001,C-MDE-CAR-MC-PIP-FWH-Q05-PSS-SML-I0-943d5c5763-A,skipped_invalid_condition,MC-a8e1f4f437c5,P-943d5c5763,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,multi_destination_errands,crowd_averse_rider,audio_variant,mostly_clean,nominal,2,userlm,neutral_caller,clear_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,11,11,77,1,2,77,0,False,,0.0,1.150183379650116e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20260713_211651_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211651_b-n0001,C-CEE-FC-MC-PIP-FWH-Q05-PAD-SML-I0-852fcc2d1e-T,skipped_invalid_condition,MC-08a33ab66f73,P-852fcc2d1e,failure,False,skipped_invalid_condition,task_outcome,InvalidCondition,crowded_event_exit,focused_commuter,text_only,mostly_clean,nominal,2,userlm,neutral_caller,clear_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,piper,faster_whisper,piper,faster_whisper,11,11,123,1,2,123,0,False,,0.0,2.020038664340973e-06,0.1125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
